ID_Point;Latitude;Longitude;Type_emplacement;Accessibilite;RefStation;Nb_places;RefOp;RefConnecteur;RefFabricant
FR*W75*EVP*0165*0004;48.884737;2.321309;trottoir;7/7-24/24;FR*W75*PVP*0165;1;OP02;CON03;F2
FR*W75*EVP*0165*0005;48.884737;2.321309;trottoir;7/7-24/24;FR*W75*PVP*0165;1;OP02;CON03;F2
FR*W75*EVP*0166*0003;48.8863019;2.3151179;chaussée;7/7-24/24;FR*W75*PVP*0166;1;OP02;CON03;F2
FR*W75*EVP*0169*0005;48.881032;2.2956282;trottoir;7/7-24/24;FR*W75*PVP*0169;1;OP02;CON04;F2
FR*W75*EVP*0170*0002;48.8854246;2.2849721;trottoir;7/7-24/24;FR*W75*PVP*0170;1;OP02;CON03;F2
FR*W75*EVP*0170*0005;48.8854246;2.2849721;trottoir;7/7-24/24;FR*W75*PVP*0170;1;OP02;CON03;F2
FR*W75*EVP*0177*0003;48.8913286;2.3385496;trottoir;7/7-24/24;FR*W75*PVP*0177;1;OP02;CON03;F2
FR*W75*EVP*0181*0004;48.8844148;2.3305461;trottoir;7/7-24/24;FR*W75*PVP*0181;1;OP02;CON03;F2
FR*W75*EVP*0187*0002;48.8792228;2.3839164;trottoir;7/7-24/24;FR*W75*PVP*0187;1;OP02;CON03;F2
FR*W75*EVP*0187*0003;48.8792228;2.3839164;trottoir;7/7-24/24;FR*W75*PVP*0187;1;OP02;CON03;F2
FR*W75*EVP*0189*0003;48.8917059;2.3690678;trottoir;7/7-24/24;FR*W75*PVP*0189;1;OP02;CON03;F2
FR*W75*EVP*0189*0004;48.8917059;2.3690678;trottoir;7/7-24/24;FR*W75*PVP*0189;1;OP02;CON03;F2
FR*W75*EVP*0201*0003;48.8723314;2.3995098;chaussée;7/7-24/24;FR*W75*PVP*0201;1;OP02;CON03;F2
FR*W75*EVP*0207*0001;48.8650994;2.3963304;trottoir;7/7-24/24;FR*W75*PVP*0207;1;OP02;CON03;F2
FR*W75*EVP*0211*0003;48.8657;2.408668;trottoir;7/7-24/24;FR*W75*PVP*0211;1;OP02;CON03;F2
FR*W75*EVP*0219*0001;48.864292;2.280444;trottoir;7/7-24/24;FR*W75*PVP*0219;1;OP02;CON04;F2
FR*W75*EVP*0222*0003;48.839411;2.351419;chaussée;7/7-24/24;FR*W75*PVP*0222;1;OP02;CON03;F2
FR*W75*EVP*0223*0004;48.843354;2.321462;chaussée;7/7-24/24;FR*W75*PVP*0223;1;OP02;CON03;F2
FR*W75*EVP*0227*0005;48.8491535;2.4133021;trottoir;7/7-24/24;FR*W75*PVP*0227;1;OP02;CON03;F2
FR*X75*EVP*0001*0001;48.850164;2.315048;trottoir;7/7-24/24;FR*X75*PVP*0001;1;OP03;CON05;F3
FR*V75*EBELI*33*1*3;48.852471;2.342088;trottoir;7/7-24/24;FR*V75*EBELI*33;1;OP01;CON01;F1
FR*V75*EBELI*38*1*1;48.847932;2.309952;trottoir;7/7-24/24;FR*V75*EBELI*38;1;OP01;CON01;F1
FR*V75*EBELI*46*1*1;48.847093;2.404584;trottoir;7/7-24/24;FR*V75*EBELI*46;1;OP01;CON01;F1
FR*V75*EBELI*48*1*1;48.832894;2.363025;trottoir;7/7-24/24;FR*V75*EBELI*48;1;OP01;CON01;F1
FR*V75*EBELI*49*1*1;48.831447;2.320052;trottoir;7/7-24/24;FR*V75*EBELI*49;1;OP01;CON01;F1
FR*V75*EBELI*51*1*2;48.841197;2.323891;trottoir;7/7-24/24;FR*V75*EBELI*51;1;OP01;CON02;F1
FR*V75*EBELI*63*1*3;48.870628;2.33321;trottoir;7/7-24/24;FR*V75*EBELI*63;1;OP01;CON01;F1
FR*V75*EBELI*66*1*1;48.851026;2.326367;trottoir;7/7-24/24;FR*V75*EBELI*66;1;OP01;CON01;F1
FR*V75*EBELI*67*1*3;48.878801;2.368851;trottoir;7/7-24/24;FR*V75*EBELI*67;1;OP01;CON01;F1
FR*V75*EBELI*68*1*3;48.875465;2.360103;trottoir;7/7-24/24;FR*V75*EBELI*68;1;OP01;CON01;F1
FR*V75*EBELI*76*1*3;48.863602;2.27153;trottoir;7/7-24/24;FR*V75*EBELI*76;1;OP01;CON01;F1
FR*V75*EBELI*93*1*1;48.8591854;2.273944;trottoir;7/7-24/24;FR*V75*EBELI*93;1;OP01;CON01;F1
FR*V75*EBELI*95*1*3;48.8685104;2.2954692;trottoir;7/7-24/24;FR*V75*EBELI*95;1;OP01;CON01;F1
FR*V75*EBELI*97*1*3;48.8399483;2.397822;trottoir;7/7-24/24;FR*V75*EBELI*97;1;OP01;CON01;F1
FR*W75*EVP*0011*0001;48.8580079;2.3644786;trottoir;7/7-24/24;FR*W75*PVP*0011;1;OP02;CON03;F2
FR*W75*EVP*0016*0002;48.855842;2.354055;trottoir;7/7-24/24;FR*W75*PVP*0016;1;OP02;CON03;F2
FR*W75*EVP*0018*0004;48.8585045;2.3543751;trottoir;7/7-24/24;FR*W75*PVP*0018;1;OP02;CON03;F2
FR*W75*EVP*0023*0004;48.8469;2.343399;trottoir;7/7-24/24;FR*W75*PVP*0023;1;OP02;CON03;F2
FR*W75*EVP*0026*0006;48.8452566;2.3548335;trottoir;7/7-24/24;FR*W75*PVP*0026;1;OP02;CON04;F2
FR*W75*EVP*0028*0004;48.8397733;2.3476575;trottoir;7/7-24/24;FR*W75*PVP*0028;1;OP02;CON03;F2
FR*W75*EVP*0029*0004;48.8415;2.338973;trottoir;7/7-24/24;FR*W75*PVP*0029;1;OP02;CON03;F2
FR*W75*EVP*0032*0001;48.8489613;2.3287351;trottoir;7/7-24/24;FR*W75*PVP*0032;1;OP02;CON03;F2
FR*W75*EVP*0035*0004;48.8471079;2.3321208;mixte;7/7-24/24;FR*W75*PVP*0035;1;OP02;CON03;F2
FR*W75*EVP*0045*0001;48.85461;2.329982;trottoir;7/7-24/24;FR*W75*PVP*0045;1;OP02;CON03;F2
FR*W75*EVP*0046*0006;48.8561697;2.3080758;chaussée;7/7-24/24;FR*W75*PVP*0046;1;OP02;CON04;F2
FR*W75*EVP*0047*0003;48.87593;2.314194;trottoir;7/7-24/24;FR*W75*PVP*0047;1;OP02;CON03;F2
FR*W75*EVP*0049*0005;48.8737;2.314663;trottoir;7/7-24/24;FR*W75*PVP*0049;1;OP02;CON04;F2
FR*W75*EVP*0051*0001;48.8724475;2.3041662;trottoir;7/7-24/24;FR*W75*PVP*0051;1;OP02;CON03;F2
FR*W75*EVP*0063*0001;48.8735894;2.3466528;chaussée;7/7-24/24;FR*W75*PVP*0063;1;OP02;CON03;F2
FR*W75*EVP*0063*0005;48.8735894;2.3466528;chaussée;7/7-24/24;FR*W75*PVP*0063;1;OP02;CON03;F2
FR*W75*EVP*0064*0002;48.8753135;2.332521;chaussée;7/7-24/24;FR*W75*PVP*0064;1;OP02;CON03;F2
FR*W75*EVP*0075*0004;48.8801236;2.3509617;chaussée;7/7-24/24;FR*W75*PVP*0075;1;OP02;CON03;F2
FR*W75*EVP*0078*0002;48.87517;2.348162;trottoir;7/7-24/24;FR*W75*PVP*0078;1;OP02;CON03;F2
FR*W75*EVP*0098*0002;48.8351899;2.4002905;trottoir;7/7-24/24;FR*W75*PVP*0098;1;OP02;CON03;F2
FR*W75*EVP*0102*0003;48.8295778;2.3537665;chaussée;7/7-24/24;FR*W75*PVP*0102;1;OP02;CON03;F2
FR*W75*EVP*0103*0001;48.8276393;2.3810867;chaussée;7/7-24/24;FR*W75*PVP*0103;1;OP02;CON04;F2
FR*W75*EVP*0105*0005;48.8262319;2.3424498;trottoir;7/7-24/24;FR*W75*PVP*0105;1;OP02;CON04;F2
FR*W75*EVP*0114*0002;48.82325;2.354296;trottoir;7/7-24/24;FR*W75*PVP*0114;1;OP02;CON03;F2
FR*W75*EVP*0118*0005;48.8395108;2.3301676;trottoir;7/7-24/24;FR*W75*PVP*0118;1;OP02;CON03;F2
FR*W75*EVP*0120*0002;48.83912;2.337229;trottoir;7/7-24/24;FR*W75*PVP*0120;1;OP02;CON03;F2
FR*W75*EVP*0124*0005;48.842173;2.323305;trottoir;7/7-24/24;FR*W75*PVP*0124;1;OP02;CON03;F2
FR*W75*EVP*0125*0005;48.827687;2.3330017;trottoir;7/7-24/24;FR*W75*PVP*0125;1;OP02;CON03;F2
FR*W75*EVP*0127*0006;48.8207604;2.3370783;trottoir;7/7-24/24;FR*W75*PVP*0127;1;OP02;CON03;F2
FR*W75*EVP*0128*0003;48.8230593;2.322823;trottoir;7/7-24/24;FR*W75*PVP*0128;1;OP02;CON03;F2
FR*W75*EVP*0129*0005;48.851832;2.2997986;trottoir;7/7-24/24;FR*W75*PVP*0129;1;OP02;CON03;F2
FR*W75*EVP*0131*0001;48.8287264;2.2989061;trottoir;7/7-24/24;FR*W75*PVP*0131;1;OP02;CON03;F2
FR*W75*EVP*0135*0002;48.8406886;2.2876391;trottoir;7/7-24/24;FR*W75*PVP*0135;1;OP02;CON03;F2
FR*W75*EVP*0136*0005;48.83731;2.278682;trottoir;7/7-24/24;FR*W75*PVP*0136;1;OP02;CON03;F2
FR*W75*EVP*0146*0002;48.8724415;2.2915577;trottoir;7/7-24/24;FR*W75*PVP*0146;1;OP02;CON03;F2
FR*W75*EVP*0149*0001;48.8534164;2.2685249;mixte;7/7-24/24;FR*W75*PVP*0149;1;OP02;CON03;F2
FR*W75*EVP*0152*0004;48.8735;2.284304;chaussée;7/7-24/24;FR*W75*PVP*0152;1;OP02;CON03;F2
FR*W75*EVP*0156*0002;48.83791;2.262842;chaussée;7/7-24/24;FR*W75*PVP*0156;1;OP02;CON03;F2
FR*W75*EVP*0156*0004;48.83791;2.262842;chaussée;7/7-24/24;FR*W75*PVP*0156;1;OP02;CON03;F2
FR*W75*EVP*0161*0002;48.8794622;2.2899947;trottoir;7/7-24/24;FR*W75*PVP*0161;1;OP02;CON03;F2
FR*W75*EVP*0162*0003;48.8914427;2.3040083;trottoir;7/7-24/24;FR*W75*PVP*0162;1;OP02;CON03;F2
FR*W75*EVP*0169*0003;48.881032;2.2956282;trottoir;7/7-24/24;FR*W75*PVP*0169;1;OP02;CON03;F2
FR*W75*EVP*0175*0001;48.8850802;2.3375536;trottoir;7/7-24/24;FR*W75*PVP*0175;1;OP02;CON03;F2
FR*W75*EVP*0183*0006;48.8850068;2.3475914;chaussée;7/7-24/24;FR*W75*PVP*0183;1;OP02;CON03;F2
FR*W75*EVP*0188*0001;48.891659;2.3775942;trottoir;7/7-24/24;FR*W75*PVP*0188;1;OP02;CON03;F2
FR*W75*EVP*0188*0004;48.891659;2.3775942;trottoir;7/7-24/24;FR*W75*PVP*0188;1;OP02;CON03;F2
FR*W75*EVP*0195*0002;48.8777109;2.3916371;trottoir;7/7-24/24;FR*W75*PVP*0195;1;OP02;CON03;F2
FR*W75*EVP*0202*0002;48.86959;2.400348;trottoir;7/7-24/24;FR*W75*PVP*0202;1;OP02;CON03;F2
FR*W75*EVP*0204*0005;48.8656837;2.3929721;trottoir;7/7-24/24;FR*W75*PVP*0204;1;OP02;CON03;F2
FR*W75*EVP*0206*0001;48.8691502;2.3808934;chaussée;7/7-24/24;FR*W75*PVP*0206;1;OP02;CON03;F2
FR*W75*EVP*0209*0004;48.8518536;2.3982137;trottoir;7/7-24/24;FR*W75*PVP*0209;1;OP02;CON03;F2
FR*W75*EVP*0213*0004;48.880958;2.310153;trottoir;7/7-24/24;FR*W75*PVP*0213;1;OP02;CON03;F2
FR*W75*EVP*0215*0002;48.850167;2.354457;trottoir;7/7-24/24;FR*W75*PVP*0215;1;OP02;CON03;F2
FR*W75*EVP*0219*0002;48.864292;2.280444;trottoir;7/7-24/24;FR*W75*PVP*0219;1;OP02;CON03;F2
FR*W75*EVP*0222*0005;48.839411;2.351419;chaussée;7/7-24/24;FR*W75*PVP*0222;1;OP02;CON03;F2
FR*W75*EVP*0224*0001;48.8611286;2.3069867;chaussée;7/7-24/24;FR*W75*PVP*0224;1;OP02;CON03;F2
FR*X75*EVP*0001*0005;48.850164;2.315048;trottoir;7/7-24/24;FR*X75*PVP*0005;1;OP03;CON05;F3
FR*V75*EBELI*14*1*1;48.840977;2.317465;trottoir;7/7-24/24;FR*V75*EBELI*14;1;OP01;CON01;F1
FR*V75*EBELI*2*1*2;48.878897;2.355064;trottoir;7/7-24/24;FR*V75*EBELI*2;1;OP01;CON02;F1
FR*V75*EBELI*20*1*3;48.882683;2.319695;trottoir;7/7-24/24;FR*V75*EBELI*20;1;OP01;CON01;F1
FR*V75*EBELI*33*1*1;48.852471;2.342088;trottoir;7/7-24/24;FR*V75*EBELI*33;1;OP01;CON01;F1
FR*V75*EBELI*36*1*3;48.857553;2.30437;trottoir;7/7-24/24;FR*V75*EBELI*36;1;OP01;CON01;F1
FR*V75*EBELI*58*1*1;48.879653;2.302442;trottoir;7/7-24/24;FR*V75*EBELI*58;1;OP01;CON01;F1
FR*V75*EBELI*84*1*3;48.863767;2.41177;trottoir;7/7-24/24;FR*V75*EBELI*84;1;OP01;CON01;F1
FR*V75*EBELI*88*1*2;48.823121;2.367798;trottoir;7/7-24/24;FR*V75*EBELI*88;1;OP01;CON02;F1
FR*V75*EBELI*89*1*3;48.888419;2.388149;trottoir;7/7-24/24;FR*V75*EBELI*89;1;OP01;CON01;F1
FR*V75*EBELI*9*1*3;48.878965;2.293606;trottoir;7/7-24/24;FR*V75*EBELI*9;1;OP01;CON01;F1
FR*V75*EBELI*91*1*2;48.857092;2.403802;trottoir;7/7-24/24;FR*V75*EBELI*91;1;OP01;CON02;F1
FR*V75*EBELI*92*1*2;48.841664;2.286931;trottoir;7/7-24/24;FR*V75*EBELI*92;1;OP01;CON02;F1
FR*V75*EBELI*94*1*1;48.8336045;2.3891727;trottoir;7/7-24/24;FR*V75*EBELI*94;1;OP01;CON01;F1
FR*W75*EVP*0006*0002;48.86502;2.344388;trottoir;7/7-24/24;FR*W75*PVP*0006;1;OP02;CON03;F2
FR*W75*EVP*0007*0005;48.8699261;2.3320835;trottoir;7/7-24/24;FR*W75*PVP*0007;1;OP02;CON03;F2
FR*W75*EVP*0013*0005;48.86502;2.360503;trottoir;7/7-24/24;FR*W75*PVP*0013;1;OP02;CON04;F2
FR*W75*EVP*0017*0001;48.8596689;2.3542653;chaussée;7/7-24/24;FR*W75*PVP*0017;1;OP02;CON03;F2
FR*W75*EVP*0017*0004;48.8596689;2.3542653;chaussée;7/7-24/24;FR*W75*PVP*0017;1;OP02;CON03;F2
FR*W75*EVP*0018*0002;48.8585045;2.3543751;trottoir;7/7-24/24;FR*W75*PVP*0018;1;OP02;CON03;F2
FR*W75*EVP*0025*0002;48.8420054;2.3430684;trottoir;7/7-24/24;FR*W75*PVP*0025;1;OP02;CON03;F2
FR*W75*EVP*0026*0001;48.8452566;2.3548335;trottoir;7/7-24/24;FR*W75*PVP*0026;1;OP02;CON03;F2
FR*W75*EVP*0031*0003;48.8430076;2.3280363;trottoir;7/7-24/24;FR*W75*PVP*0031;1;OP02;CON03;F2
FR*W75*EVP*0034*0003;48.8425631;2.3363896;trottoir;7/7-24/24;FR*W75*PVP*0034;1;OP02;CON03;F2
FR*W75*EVP*0035*0006;48.8471079;2.3321208;mixte;7/7-24/24;FR*W75*PVP*0035;1;OP02;CON04;F2
FR*W75*EVP*0041*0003;48.8511276;2.3106373;trottoir;7/7-24/24;FR*W75*PVP*0041;1;OP02;CON03;F2
FR*W75*EVP*0045*0004;48.85461;2.329982;trottoir;7/7-24/24;FR*W75*PVP*0045;1;OP02;CON03;F2
FR*W75*EVP*0048*0003;48.8657733;2.3084191;chaussée;7/7-24/24;FR*W75*PVP*0048;1;OP02;CON03;F2
FR*W75*EVP*0049*0004;48.8737;2.314663;trottoir;7/7-24/24;FR*W75*PVP*0049;1;OP02;CON03;F2
FR*W75*EVP*0059*0001;48.883011;2.329596;trottoir;7/7-24/24;FR*W75*PVP*0059;1;OP02;CON03;F2
FR*W75*EVP*0068*0004;48.8777212;2.3409177;chaussée;7/7-24/24;FR*W75*PVP*0068;1;OP02;CON03;F2
FR*W75*EVP*0071*0006;48.8750753;2.3523208;trottoir;7/7-24/24;FR*W75*PVP*0071;1;OP02;CON03;F2
FR*W75*EVP*0072*0003;48.8814921;2.3629571;trottoir;7/7-24/24;FR*W75*PVP*0072;1;OP02;CON03;F2
FR*W75*EVP*0074*0004;48.87081;2.354076;trottoir;7/7-24/24;FR*W75*PVP*0074;1;OP02;CON03;F2
FR*W75*EVP*0088*0001;48.8525733;2.3830368;trottoir;7/7-24/24;FR*W75*PVP*0088;1;OP02;CON03;F2
FR*W75*EVP*0093*0004;48.84154;2.389211;trottoir;7/7-24/24;FR*W75*PVP*0093;1;OP02;CON03;F2
FR*W75*EVP*0093*0006;48.84154;2.389211;trottoir;7/7-24/24;FR*W75*PVP*0093;1;OP02;CON04;F2
FR*W75*EVP*0095*0003;48.846304;2.410751;trottoir;7/7-24/24;FR*W75*PVP*0095;1;OP02;CON03;F2
FR*W75*EVP*0095*0004;48.846304;2.410751;trottoir;7/7-24/24;FR*W75*PVP*0095;1;OP02;CON03;F2
FR*W75*EVP*0097*0002;48.8406851;2.400428;trottoir;7/7-24/24;FR*W75*PVP*0097;1;OP02;CON03;F2
FR*W75*EVP*0102*0002;48.8295778;2.3537665;chaussée;7/7-24/24;FR*W75*PVP*0102;1;OP02;CON03;F2
FR*W75*EVP*0102*0005;48.8295778;2.3537665;chaussée;7/7-24/24;FR*W75*PVP*0102;1;OP02;CON03;F2
FR*W75*EVP*0102*0006;48.8295778;2.3537665;chaussée;7/7-24/24;FR*W75*PVP*0102;1;OP02;CON04;F2
FR*W75*EVP*0107*0002;48.8204223;2.3512076;mixte;7/7-24/24;FR*W75*PVP*0107;1;OP02;CON03;F2
FR*W75*EVP*0107*0005;48.8204223;2.3512076;mixte;7/7-24/24;FR*W75*PVP*0107;1;OP02;CON03;F2
FR*W75*EVP*0108*0004;48.8260824;2.3580488;trottoir;7/7-24/24;FR*W75*PVP*0108;1;OP02;CON03;F2
FR*W75*EVP*0110*0003;48.8279725;2.3721949;trottoir;7/7-24/24;FR*W75*PVP*0110;1;OP02;CON03;F2
FR*W75*EVP*0110*0004;48.8279725;2.3721949;trottoir;7/7-24/24;FR*W75*PVP*0110;1;OP02;CON03;F2
FR*W75*EVP*0129*0003;48.851832;2.2997986;trottoir;7/7-24/24;FR*W75*PVP*0129;1;OP02;CON03;F2
FR*W75*EVP*0135*0005;48.8406886;2.2876391;trottoir;7/7-24/24;FR*W75*PVP*0135;1;OP02;CON04;F2
FR*W75*EVP*0141*0004;48.8512259;2.2912934;trottoir;7/7-24/24;FR*W75*PVP*0141;1;OP02;CON03;F2
FR*W75*EVP*0141*0005;48.8512259;2.2912934;trottoir;7/7-24/24;FR*W75*PVP*0141;1;OP02;CON03;F2
FR*W75*EVP*0147*0002;48.8684739;2.2926576;trottoir;7/7-24/24;FR*W75*PVP*0147;1;OP02;CON03;F2
FR*W75*EVP*0148*0004;48.87031;2.275537;trottoir;7/7-24/24;FR*W75*PVP*0148;1;OP02;CON03;F2
FR*W75*EVP*0149*0003;48.8534164;2.2685249;mixte;7/7-24/24;FR*W75*PVP*0149;1;OP02;CON03;F2
FR*W75*EVP*0154*0001;48.8658188;2.2762194;mixte;7/7-24/24;FR*W75*PVP*0154;1;OP02;CON04;F2
FR*W75*EVP*0163*0005;48.88879;2.32219;chaussée;7/7-24/24;FR*W75*PVP*0163;1;OP02;CON04;F2
FR*W75*EVP*0171*0004;48.8824249;2.2922036;chaussée;7/7-24/24;FR*W75*PVP*0171;1;OP02;CON03;F2
FR*W75*EVP*0172*0005;48.876042;2.288446;trottoir;7/7-24/24;FR*W75*PVP*0172;1;OP02;CON03;F2
FR*W75*EVP*0177*0002;48.8913286;2.3385496;trottoir;7/7-24/24;FR*W75*PVP*0177;1;OP02;CON03;F2
FR*W75*EVP*0189*0001;48.8917059;2.3690678;trottoir;7/7-24/24;FR*W75*PVP*0189;1;OP02;CON04;F2
FR*W75*EVP*0191*0001;48.886098;2.3936;trottoir;7/7-24/24;FR*W75*PVP*0191;1;OP02;CON03;F2
FR*W75*EVP*0195*0005;48.8777109;2.3916371;trottoir;7/7-24/24;FR*W75*PVP*0195;1;OP02;CON03;F2
FR*W75*EVP*0199*0004;48.8821756;2.3708912;trottoir;7/7-24/24;FR*W75*PVP*0199;1;OP02;CON03;F2
FR*W75*EVP*0199*0005;48.8821756;2.3708912;trottoir;7/7-24/24;FR*W75*PVP*0199;1;OP02;CON03;F2
FR*W75*EVP*0200*0004;48.8738701;2.3864659;trottoir;7/7-24/24;FR*W75*PVP*0200;1;OP02;CON03;F2
FR*W75*EVP*0201*0001;48.8723314;2.3995098;chaussée;7/7-24/24;FR*W75*PVP*0201;1;OP02;CON03;F2
FR*W75*EVP*0201*0005;48.8723314;2.3995098;chaussée;7/7-24/24;FR*W75*PVP*0201;1;OP02;CON03;F2
FR*W75*EVP*0204*0001;48.8656837;2.3929721;trottoir;7/7-24/24;FR*W75*PVP*0204;1;OP02;CON03;F2
FR*W75*EVP*0209*0006;48.8518536;2.3982137;trottoir;7/7-24/24;FR*W75*PVP*0209;1;OP02;CON04;F2
FR*W75*EVP*0210*0002;48.8495131;2.4061582;trottoir;7/7-24/24;FR*W75*PVP*0210;1;OP02;CON03;F2
FR*W75*EVP*0213*0001;48.880958;2.310153;trottoir;7/7-24/24;FR*W75*PVP*0213;1;OP02;CON04;F2
FR*W75*EVP*0219*0004;48.864292;2.280444;trottoir;7/7-24/24;FR*W75*PVP*0219;1;OP02;CON03;F2
FR*W75*EVP*0224*0003;48.8611286;2.3069867;chaussée;7/7-24/24;FR*W75*PVP*0224;1;OP02;CON03;F2
FR*X75*EVP*0001*0006;48.850164;2.315048;trottoir;7/7-24/24;FR*X75*PVP*0006;1;OP03;CON05;F3
FR*V75*EBELI*1*1*2;48.856074;2.3537;trottoir;7/7-24/24;FR*V75*EBELI*1;1;OP01;CON02;F1
FR*V75*EBELI*10*1*2;48.86424;2.397724;trottoir;7/7-24/24;FR*V75*EBELI*10;1;OP01;CON02;F1
FR*V75*EBELI*21*1*2;48.826073;2.358193;trottoir;7/7-24/24;FR*V75*EBELI*21;1;OP01;CON02;F1
FR*V75*EBELI*31*1*1;48.85104;2.345493;trottoir;7/7-24/24;FR*V75*EBELI*31;1;OP01;CON01;F1
FR*V75*EBELI*56*1*2;48.828508;2.30038;trottoir;7/7-24/24;FR*V75*EBELI*56;1;OP01;CON02;F1
FR*V75*EBELI*65*1*2;48.84824;2.339865;trottoir;7/7-24/24;FR*V75*EBELI*65;1;OP01;CON02;F1
FR*V75*EBELI*66*1*2;48.851026;2.326367;trottoir;7/7-24/24;FR*V75*EBELI*66;1;OP01;CON02;F1
FR*V75*EBELI*88*1*3;48.823121;2.367798;trottoir;7/7-24/24;FR*V75*EBELI*88;1;OP01;CON01;F1
FR*V75*EBELI*92*1*3;48.841664;2.286931;trottoir;7/7-24/24;FR*V75*EBELI*92;1;OP01;CON01;F1
FR*W75*EVP*0003*0004;48.8624631;2.3393006;trottoir;7/7-24/24;FR*W75*PVP*0003;1;OP02;CON03;F2
FR*W75*EVP*0008*0002;48.8704209;2.3454538;chaussée;7/7-24/24;FR*W75*PVP*0008;1;OP02;CON03;F2
FR*W75*EVP*0011*0002;48.8580079;2.3644786;trottoir;7/7-24/24;FR*W75*PVP*0011;1;OP02;CON03;F2
FR*W75*EVP*0020*0004;48.8541989;2.345341;trottoir;7/7-24/24;FR*W75*PVP*0020;1;OP02;CON03;F2
FR*W75*EVP*0021*0003;48.853574;2.363958;trottoir;7/7-24/24;FR*W75*PVP*0021;1;OP02;CON03;F2
FR*W75*EVP*0027*0005;48.8444276;2.3522773;trottoir;7/7-24/24;FR*W75*PVP*0027;1;OP02;CON04;F2
FR*W75*EVP*0038*0001;48.85807;2.299582;trottoir;7/7-24/24;FR*W75*PVP*0038;1;OP02;CON03;F2
FR*W75*EVP*0046*0001;48.8561697;2.3080758;chaussée;7/7-24/24;FR*W75*PVP*0046;1;OP02;CON03;F2
FR*W75*EVP*0054*0002;48.878351;2.3044935;trottoir;7/7-24/24;FR*W75*PVP*0054;1;OP02;CON03;F2
FR*W75*EVP*0054*0005;48.878351;2.3044935;trottoir;7/7-24/24;FR*W75*PVP*0054;1;OP02;CON04;F2
FR*W75*EVP*0060*0002;48.86972;2.326691;chaussée;7/7-24/24;FR*W75*PVP*0060;1;OP02;CON03;F2
FR*W75*EVP*0062*0002;48.8716413;2.3338862;trottoir;7/7-24/24;FR*W75*PVP*0062;1;OP02;CON03;F2
FR*W75*EVP*0062*0004;48.8716413;2.3338862;trottoir;7/7-24/24;FR*W75*PVP*0062;1;OP02;CON03;F2
FR*W75*EVP*0071*0005;48.8750753;2.3523208;trottoir;7/7-24/24;FR*W75*PVP*0071;1;OP02;CON03;F2
FR*W75*EVP*0072*0005;48.8814921;2.3629571;trottoir;7/7-24/24;FR*W75*PVP*0072;1;OP02;CON04;F2
FR*W75*EVP*0081*0003;48.8584385;2.3800903;trottoir;7/7-24/24;FR*W75*PVP*0081;1;OP02;CON03;F2
FR*W75*EVP*0088*0002;48.8525733;2.3830368;trottoir;7/7-24/24;FR*W75*PVP*0088;1;OP02;CON03;F2
FR*W75*EVP*0089*0004;48.8640621;2.3713985;trottoir;7/7-24/24;FR*W75*PVP*0089;1;OP02;CON03;F2
FR*W75*EVP*0091*0004;48.8458586;2.3748769;trottoir;7/7-24/24;FR*W75*PVP*0091;1;OP02;CON03;F2
FR*W75*EVP*0094*0006;48.8334137;2.388111;trottoir;7/7-24/24;FR*W75*PVP*0094;1;OP02;CON04;F2
FR*W75*EVP*0098*0006;48.8351899;2.4002905;trottoir;7/7-24/24;FR*W75*PVP*0098;1;OP02;CON04;F2
FR*W75*EVP*0101*0003;48.8403578;2.378739;trottoir;7/7-24/24;FR*W75*PVP*0101;1;OP02;CON03;F2
FR*W75*EVP*0108*0002;48.8260824;2.3580488;trottoir;7/7-24/24;FR*W75*PVP*0108;1;OP02;CON03;F2
FR*W75*EVP*0109*0002;48.8205622;2.3643333;trottoir;7/7-24/24;FR*W75*PVP*0109;1;OP02;CON03;F2
FR*W75*EVP*0134*0004;48.8415895;2.3183413;trottoir;7/7-24/24;FR*W75*PVP*0134;1;OP02;CON03;F2
FR*W75*EVP*0134*0006;48.8415895;2.3183413;trottoir;7/7-24/24;FR*W75*PVP*0134;1;OP02;CON04;F2
FR*W75*EVP*0138*0003;48.8471694;2.2953347;mixte;7/7-24/24;FR*W75*PVP*0138;1;OP02;CON03;F2
FR*W75*EVP*0146*0004;48.8724415;2.2915577;trottoir;7/7-24/24;FR*W75*PVP*0146;1;OP02;CON03;F2
FR*W75*EVP*0152*0003;48.8735;2.284304;chaussée;7/7-24/24;FR*W75*PVP*0152;1;OP02;CON03;F2
FR*W75*EVP*0152*0006;48.8735;2.284304;chaussée;7/7-24/24;FR*W75*PVP*0152;1;OP02;CON03;F2
FR*W75*EVP*0156*0003;48.83791;2.262842;chaussée;7/7-24/24;FR*W75*PVP*0156;1;OP02;CON03;F2
FR*W75*EVP*0160*0006;48.8955462;2.3282817;trottoir;7/7-24/24;FR*W75*PVP*0160;1;OP02;CON03;F2
FR*W75*EVP*0175*0003;48.8850802;2.3375536;trottoir;7/7-24/24;FR*W75*PVP*0175;1;OP02;CON03;F2
FR*W75*EVP*0178*0003;48.8948847;2.3355224;trottoir;7/7-24/24;FR*W75*PVP*0178;1;OP02;CON03;F2
FR*W75*EVP*0183*0005;48.8850068;2.3475914;chaussée;7/7-24/24;FR*W75*PVP*0183;1;OP02;CON03;F2
FR*W75*EVP*0184*0001;48.88608;2.359072;chaussée;7/7-24/24;FR*W75*PVP*0184;1;OP02;CON04;F2
