ID_Station;ID_Autolib;Nom_Station;Nom_Voie;CP
FR*W75*PVP*0066;75109-19;Paris/La Fayette/56;56 RUE LA FAYETTE;75009
FR*W75*PVP*0070;75110-06;Paris/Villette/55;55 BOULEVARD DE LA VILLETTE;75010
FR*W75*PVP*0071;75110-08;Paris/Paradis/28;28 RUE DE PARADIS;75010
FR*W75*PVP*0083;75111-10;Paris/Parmentier/125;125 BIS AVENUE PARMENTIER;75011
FR*W75*PVP*0086;75111-21;Paris/Roubo/1;1 RUE ROUBO;75011
FR*W75*PVP*0096;75112-24;Paris/Fabre d'Églantine/2;2 RUE FABRE D'EGLANTINE;75012
FR*W75*PVP*0100;75112-35;Paris/Émile Laurent/1;1 AVENUE EMILE LAURENT;75012
FR*W75*PVP*0104;75113-07;Paris/Croulebarbe/1;3 RUE DE CROULEBARBE;75013
FR*W75*PVP*0105;75113-08;Paris/Tolbiac/245;245 RUE DE TOLBIAC;75013
FR*W75*PVP*0112;75113-27;Paris/Jeanne D'Arc/157;157 RUE JEANNE D'ARC;75013
FR*W75*PVP*0114;75113-35;Paris/Jean Delay/10;10 PLACE JEAN DELAY;75013
FR*W75*PVP*0119;75114-04;Paris/Boulard/1;1 RUE BOULARD;75014
FR*W75*PVP*0128;75114-29;Paris/Porte de Montrouge/8;8 AVENUE DE LA PORTE DE MONTROUGE;75014
FR*W75*PVP*0132;75115-10;Paris/Olivier de Serres/3;3 RUE OLIVIER DE SERRES;75015
FR*W75*PVP*0138;75115-33;Paris/Émile Zola/143;143 AVENUE EMILE ZOLA;75015
FR*W75*PVP*0139;75115-34;Paris/Vouillé/47;47 RUE DE VOUILLE;75015
FR*W75*PVP*0142;75115-42;Paris/Maine/4;4 AVENUE DU MAINE;75015
FR*W75*PVP*0154;75116-20;Paris/Victor Hugo/180;180 AVENUE VICTOR HUGO;75016
FR*W75*PVP*0157;75116-27;Paris/Rémusat/8;8 RUE DE REMUSAT;75016
FR*W75*PVP*0161;75117-06;Paris/Ternes/73;73 AVENUE DES TERNES;75017
FR*W75*PVP*0166;75117-14;Paris/Dulong/67;67 RUE DULONG;75017
FR*W75*PVP*0170;75117-28;Paris/Porte de Villiers/28;28 AVENUE DE LA PORTE DE VILLIERS;75017
FR*W75*PVP*0181;75118-20;Paris/Rachel/1;1 AVENUE RACHEL;75018
FR*W75*PVP*0187;75119-02;Paris/Botzaris/50;50 RUE BOTZARIS;75019
FR*W75*PVP*0189;75119-08;Paris/Aubervilliers/126;126 RUE D'AUBERVILLIERS;75019
FR*W75*PVP*0201;75120-03;Paris/Télégraphe/16;16 RUE DU TELEGRAPHE;75020
FR*W75*PVP*0211;75120-44;Paris/Mortier/15;9 15 BOULEVARD MORTIER;75020
FR*W75*PVP*0219;75116-13;Paris/Georges Mandel/42;42 BIS AVENUE GEORGES MANDEL;75016
FR*W75*PVP*0222;75105-09;Paris/Monge/112;112 RUE MONGE;75005
FR*W75*PVP*0227;75120-19;Paris/Lagny/117;117 RUE DE LAGNY;75020
FR*X75*PVP*0001;NULL;INVALIDES;45 BOULEVARD DES INVALIDES;75007
FR*V75*EBELI*33;NULL;RUE DANTON;7 RUE DANTON;75006
FR*V75*EBELI*38;NULL;RUE PERIGNON;2 RUE PERIGNON;75007
FR*V75*EBELI*46;NULL;COURS DE VINCENNES;66 COURS DE VINCENNES;75012
FR*V75*EBELI*48;NULL;BD VINCENT AURIOL;137 BOULEVARD VINCENT AURIOL;75013
FR*V75*EBELI*51;NULL;BD EDGARD QUINET;9 BOULEVARD EDGAR QUINET;75014
FR*V75*EBELI*63;NULL;BOULEVARD DES CAPUCINES;7 BOULEVARD DES CAPUCINES;75002
FR*V75*EBELI*66;NULL;RUE DE SEVRES;20 RUE DE SEVRES;75007
FR*V75*EBELI*67;NULL;PLACE DU COLONEL FABIEN;9 PLACE DU COLONEL FABIEN;75010
FR*V75*EBELI*68;NULL;RUE DU FAUBOURG SAINT MARTIN;150 RUE DU FAUBOURG SAINT MARTIN;75010
FR*V75*EBELI*93;NULL;Boulevard Emile Augier;12 BOULEVARD EMILE AUGIER;75116
FR*V75*EBELI*95;NULL;Paris - avenue iena;37 AVENUE D IENA;75116
FR*V75*EBELI*97;NULL;DOCTEUR GOUJON;5 RUE DU DOCTEUR GOUJON;75012
FR*W75*PVP*0016;75104-03;Paris/Saint Gervais/1;4 PLACE SAINT GERVAIS;75004
FR*W75*PVP*0026;75105-11;Paris/Linné/18;18 RUE LINNE;75005
FR*W75*PVP*0032;75106-07;Paris/Rennes/105;105 RUE DE RENNES;75006
FR*W75*PVP*0035;75106-13;Paris/Fleurus/2;2 RUE DE FLEURUS;75006
FR*W75*PVP*0049;75108-05;Paris/La Boétie/37;37 RUE LA BOETIE;75008
FR*W75*PVP*0063;75109-11;Paris/Conservatoire/13;13 RUE DU CONSERVATOIRE;75009
FR*W75*PVP*0075;75110-30;Paris/Rocroy/15;15 RUE DE ROCROY;75010
FR*W75*PVP*0098;75112-29;Paris/Claude Decaen/26;26 RUE CLAUDE DECAEN;75012
FR*W75*PVP*0103;75113-04;Paris/Marie-Andrée Lagroua Weil-Halle/2;2 RUE MARIE ANDREE LAGROUA WEIL HALLE;75013
FR*W75*PVP*0135;75115-18;Paris/Houdart de Lamotte/2;2 RUE HOUDART DE LAMOTTE;75015
FR*W75*PVP*0156;75116-26;Paris/Murat/157;157 BOULEVARD MURAT;75016
FR*W75*PVP*0162;75117-08;Paris/Marguerite Long/11;11 RUE MARGUERITE LONG;75017
FR*W75*PVP*0175;75118-02;Paris/Ravignan/1;1 BIS RUE RAVIGNAN;75018
FR*W75*PVP*0188;75119-04;Paris/Flandre/119;119 AVENUE DE FLANDRE;75019
FR*W75*PVP*0195;75119-27;Paris/Crimée/8;8 RUE DE CRIMEE;75019
FR*W75*PVP*0202;75120-09;Paris/Pelleport/116;116 110 RUE PELLEPORT;75020
FR*W75*PVP*0215;75105-03;Paris/Tournelle/21;21 QUAI DE LA TOURNELLE;75005
FR*W75*PVP*0224;75107-20;Paris/Jean Nicot/10;10 RUE JEAN NICOT;75007
FR*X75*PVP*0005;NULL;INVALIDES;45 BOULEVARD DES INVALIDES;75007
FR*V75*EBELI*14;NULL;BOULEVARD DE VAUGIRARD;43 BOULEVARD DE VAUGIRARD;75015
FR*V75*EBELI*2;NULL;RUE LA FAYETTE;137 RUE LA FAYETTE;75010
FR*V75*EBELI*20;NULL;81 RUE DE ROME;81 RUE DE ROME;75017
FR*V75*EBELI*36;NULL;AVENUE BOSQUET;47 AVENUE BOSQUET;75007
FR*V75*EBELI*58;NULL;RUE DE COURCELLES;83 RUE DE COURCELLES;75017
FR*V75*EBELI*84;NULL;RUE LOUIS LUMIERE;104 RUE LOUIS LUMIERE;75020
